time,topic,body
2025-05-01 07:09:27.960476+03,Auton_json/A125/0326/ProcessResult,"{""ClassId"": 22125, ""Distance"": 5.690370082855225, ""StartDate"": ""2025-05-01T07:08:31.000Z""}"
2025-05-01 07:09:27.964358+03,Auton_json/A125/0326/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:04:53.000Z"", ""BatteryLevel"": 65, ""RemoteConnectionLevel"": 87}"
2025-05-01 07:09:27.967796+03,Auton_json/A205/0006/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-01T07:08:31.000Z"", ""Concentration"": 0.44722962379455566, ""CasRegistryNumber"": 7783064}"
2025-05-01 07:09:27.971589+03,Auton_json/A205/0006/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:04:48.000Z"", ""BatteryLevel"": 41, ""RemoteConnectionLevel"": 98}"
2025-05-01 07:09:27.975129+03,Auton_json/A205/0008/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-01T07:08:31.000Z"", ""Concentration"": 0.000006763721103197895, ""CasRegistryNumber"": 7783064}"
2025-05-01 07:09:27.981567+03,Auton_json/A205/0010/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-01T07:08:31.000Z"", ""Concentration"": 0.006708996836096048, ""CasRegistryNumber"": 74986}"
2025-05-01 07:09:27.985639+03,Auton_json/A555-10/1022/ProcessResult,"{""ClassId"": 22556, ""StartDate"": ""2025-05-01T07:08:31.000Z"", ""DiscreteStatus"": 1}"
2025-05-01 07:09:27.988999+03,Auton_json/A555-10/1022/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:04:48.000Z"", ""BatteryLevel"": 41, ""RemoteConnectionLevel"": 98}"
2025-05-01 07:09:27.993684+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-05-01T07:08:31.000Z"", ""StateChangedCounter"": 1341}"
2025-05-01 07:09:27.997517+03,Auton_json/A555-10/1023/ProcessResult,"{""ClassId"": 22555, ""StartDate"": ""2025-05-01T07:09:01.000Z"", ""DiscreteStatus"": 0}"
2025-05-01 07:09:28.000805+03,Auton_json/A555-10/1025/ProcessResult,"{""ClassId"": 22551, ""StartDate"": ""2025-05-01T07:08:31.000Z"", ""FrequencyRpm"": 8.37753677368164}"
2025-05-01 07:09:28.004599+03,Auton_json/A845/0914/ProcessResult,"{""ClassId"": 22557, ""StartDate"": ""2025-05-01T07:08:31.000Z"", ""TemperatureC"": ""-17.930""}"
2025-05-01 07:09:28.008073+03,Auton_json/A845/0914/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:04:48.000Z"", ""BatteryLevel"": 41, ""RemoteConnectionLevel"": 98}"
2025-05-01 07:09:28.011807+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-05-01T07:08:31.000Z"", ""TemperatureC_1"": ""25.180"", ""TemperatureC_2"": ""31.070"", ""VibrationTemperatureC_1"": ""-38.730"", ""VibrationTemperatureC_2"": ""9.960"", ""XVibrationDisplacementRmsM_1"": ""0.00005310"", ""XVibrationDisplacementRmsM_2"": ""0.00000270"", ""YVibrationDisplacementRmsM_1"": ""0.00048200"", ""YVibrationDisplacementRmsM_2"": ""0.00027570"", ""ZVibrationDisplacementRmsM_1"": ""0.00096180"", ""ZVibrationDisplacementRmsM_2"": ""0.00075480""}"
2025-05-01 07:09:28.015711+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-05-01T07:08:31.000Z"", ""TemperatureC_1"": ""25.180"", ""TemperatureC_2"": ""9.960"", ""VibrationTemperatureC_1"": ""-38.730"", ""VibrationTemperatureC_2"": ""9.960"", ""XVibrationVelocityRmsMPerS_1"": ""0.00531"", ""XVibrationVelocityRmsMPerS_2"": ""0.00027"", ""YVibrationVelocityRmsMPerS_1"": ""0.04820"", ""YVibrationVelocityRmsMPerS_2"": ""0.02757"", ""ZVibrationVelocityRmsMPerS_1"": ""0.09618"", ""ZVibrationVelocityRmsMPerS_2"": ""0.07548""}"
2025-05-01 07:09:28.018937+03,Auton_json/A605-20/1856/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:04:53.000Z"", ""BatteryLevel"": 65, ""RemoteConnectionLevel"": 87}"
2025-05-01 07:09:28.02274+03,Auton_json/A605-20/1858/ProcessResult,"{""ClassId"": 22609, ""StartDate"": ""2025-05-01T07:08:31.000Z"", ""TemperatureC_1"": ""-39.770"", ""TemperatureC_2"": ""-17.930"", ""VibrationTemperatureC_1"": ""-35.750"", ""VibrationTemperatureC_2"": ""-17.930"", ""XVibrationAccelerationRmsMPerS2_1"": ""0.050"", ""XVibrationAccelerationRmsMPerS2_2"": ""0.000"", ""YVibrationAccelerationRmsMPerS2_1"": ""0.480"", ""YVibrationAccelerationRmsMPerS2_2"": ""0.270"", ""ZVibrationAccelerationRmsMPerS2_1"": ""0.960"", ""ZVibrationAccelerationRmsMPerS2_2"": ""0.750""}"
2025-05-01 07:09:28.026848+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 0.10308382660150528, ""ClassId"": 22126, ""StartDate"": ""2025-05-01T07:08:31.000Z""}"
2025-05-01 07:09:28.030146+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 5.310235977172852, ""CurrentB"": 48.207637786865234, ""CurrentC"": 58.82589340209961, ""StartDate"": ""2025-05-01T07:08:31.000Z""}"
2025-05-01 07:09:28.033689+03,Auton_json/A405-10/0512/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:04:48.000Z"", ""BatteryLevel"": 41, ""RemoteConnectionLevel"": 98}"
2025-05-01 07:09:28.036557+03,Auton_json/A855-50/0915/ProcessResult,"{""ClassId"": 22800, ""StartDate"": ""2025-05-01T07:08:31.000Z"", ""TemperatureC"": [""-35.750"", ""-34.410"", ""-1.430"", ""32.860""]}"
2025-05-01 07:09:28.040401+03,Auton_json/A225/0343/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:05:10.000Z"", ""BatteryLevel"": 95, ""RemoteConnectionLevel"": 14}"
2025-05-01 07:09:28.044656+03,Auton_json/A215/0831/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:05:20.000Z"", ""BatteryLevel"": 58, ""RemoteConnectionLevel"": 3}"
2025-05-01 07:09:54.189337+03,Auton_json/A405/0123/ProcessResult,"{""ClassId"": 22405, ""Current"": 58.82589340209961, ""StartDate"": ""2025-05-01T07:09:31.000Z""}"
2025-05-01 07:09:54.197336+03,Auton_json/A405/0123/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:09:48.000Z"", ""BatteryLevel"": 22, ""RemoteConnectionLevel"": 99}"
2025-05-01 07:09:54.201396+03,Auton_json/A605-10/0791/ProcessResult,"{""ClassId"": 22558, ""StartDate"": ""2025-05-01T07:09:31.000Z"", ""TemperatureC"": ""15.490"", ""VibrationTemperatureC"": ""-39.980"", ""XVibrationVelocityRmsMPerS"": ""0.00157"", ""YVibrationVelocityRmsMPerS"": ""0.08147"", ""ZVibrationVelocityRmsMPerS"": ""0.07222""}"
2025-05-01 07:09:54.205419+03,Auton_json/A605-10/0791/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:09:53.000Z"", ""BatteryLevel"": 6, ""RemoteConnectionLevel"": 88}"
2025-05-01 07:09:54.209517+03,Auton_json/A605-10/0792/ProcessResult,"{""ClassId"": 22606, ""StartDate"": ""2025-05-01T07:09:31.000Z"", ""TemperatureC"": ""36.870"", ""VibrationTemperatureC"": ""-38.730"", ""XVibrationDisplacementRmsM"": ""0.00001570"", ""YVibrationDisplacementRmsM"": ""0.00081470"", ""ZVibrationDisplacementRmsM"": ""0.00072220""}"
2025-05-01 07:09:54.213328+03,Auton_json/A605-10/0793/ProcessResult,"{""ClassId"": 22608, ""StartDate"": ""2025-05-01T07:09:31.000Z"", ""TemperatureC"": ""-39.370"", ""VibrationTemperatureC"": ""7.060"", ""XVibrationAccelerationRmsMPerS2"": ""0.010"", ""YVibrationAccelerationRmsMPerS2"": ""0.810"", ""ZVibrationAccelerationRmsMPerS2"": ""0.720""}"
2025-05-01 07:09:54.2163+03,Auton_json/A835/0551/ProcessResult,"{""ClassId"": 22821, ""StartDate"": ""2025-05-01T07:09:31.000Z"", ""PressureAt"": ""1.1793119975""}"
2025-05-01 07:09:54.219348+03,Auton_json/A835/0551/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:09:48.000Z"", ""BatteryLevel"": 2, ""RemoteConnectionLevel"": 69}"
2025-05-01 07:09:54.222886+03,Auton_json/A835/0553/ProcessResult,"{""ClassId"": 22822, ""StartDate"": ""2025-05-01T07:09:31.000Z"", ""PressureAt"": ""0.0117471308"", ""TemperatureC"": ""7.060""}"
2025-05-01 07:09:54.226296+03,Auton_json/A835/0552/ProcessResult,"{""ClassId"": 22820, ""StartDate"": ""2025-05-01T07:09:31.000Z"", ""TemperatureC"": ""-39.370""}"
2025-05-01 07:09:54.230006+03,Auton_json/A125/0326/ProcessResult,"{""ClassId"": 22125, ""Distance"": 7.4532365798950195, ""StartDate"": ""2025-05-01T07:09:31.000Z""}"
2025-05-01 07:09:54.233419+03,Auton_json/A125/0326/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:09:53.000Z"", ""BatteryLevel"": 6, ""RemoteConnectionLevel"": 88}"
2025-05-01 07:09:54.237543+03,Auton_json/A205/0006/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-01T07:09:31.000Z"", ""Concentration"": 0.5882589221000671, ""CasRegistryNumber"": 7783064}"
2025-05-01 07:09:54.24101+03,Auton_json/A205/0006/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:09:48.000Z"", ""BatteryLevel"": 2, ""RemoteConnectionLevel"": 69}"
2025-05-01 07:09:54.244624+03,Auton_json/A205/0008/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-01T07:09:31.000Z"", ""Concentration"": 0.000008865057679940946, ""CasRegistryNumber"": 7783064}"
2025-05-01 07:09:54.247998+03,Auton_json/A205/0010/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-01T07:09:31.000Z"", ""Concentration"": 0.008824295364320278, ""CasRegistryNumber"": 74986}"
2025-05-01 07:09:54.25211+03,Auton_json/A555-10/1022/ProcessResult,"{""ClassId"": 22556, ""StartDate"": ""2025-05-01T07:09:31.000Z"", ""DiscreteStatus"": 0}"
2025-05-01 07:09:54.256225+03,Auton_json/A555-10/1022/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:09:48.000Z"", ""BatteryLevel"": 2, ""RemoteConnectionLevel"": 69}"
2025-05-01 07:09:54.260025+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-05-01T07:09:31.000Z"", ""StateChangedCounter"": 1764}"
2025-05-01 07:09:54.263255+03,Auton_json/A555-10/1023/ProcessResult,"{""ClassId"": 22555, ""StartDate"": ""2025-05-01T07:09:01.000Z"", ""DiscreteStatus"": 0}"
2025-05-01 07:09:54.268406+03,Auton_json/A555-10/1025/ProcessResult,"{""ClassId"": 22551, ""StartDate"": ""2025-05-01T07:09:31.000Z"", ""FrequencyRpm"": 23.553836822509766}"
2025-05-01 07:09:54.2714+03,Auton_json/A845/0914/ProcessResult,"{""ClassId"": 22557, ""StartDate"": ""2025-05-01T07:09:31.000Z"", ""TemperatureC"": ""-27.210""}"
2025-05-01 07:09:54.275839+03,Auton_json/A845/0914/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:09:48.000Z"", ""BatteryLevel"": 2, ""RemoteConnectionLevel"": 69}"
2025-05-01 07:09:54.279587+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-05-01T07:09:31.000Z"", ""TemperatureC_1"": ""15.490"", ""TemperatureC_2"": ""36.870"", ""VibrationTemperatureC_1"": ""-39.980"", ""VibrationTemperatureC_2"": ""-1.250"", ""XVibrationDisplacementRmsM_1"": ""0.00013350"", ""XVibrationDisplacementRmsM_2"": ""0.00000780"", ""YVibrationDisplacementRmsM_1"": ""0.00034310"", ""YVibrationDisplacementRmsM_2"": ""0.00015980"", ""ZVibrationDisplacementRmsM_1"": ""0.00099690"", ""ZVibrationDisplacementRmsM_2"": ""0.00062450""}"
2025-05-01 07:09:54.28301+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-05-01T07:09:31.000Z"", ""TemperatureC_1"": ""15.490"", ""TemperatureC_2"": ""-1.250"", ""VibrationTemperatureC_1"": ""-39.980"", ""VibrationTemperatureC_2"": ""-1.250"", ""XVibrationVelocityRmsMPerS_1"": ""0.01335"", ""XVibrationVelocityRmsMPerS_2"": ""0.00078"", ""YVibrationVelocityRmsMPerS_1"": ""0.03431"", ""YVibrationVelocityRmsMPerS_2"": ""0.01598"", ""ZVibrationVelocityRmsMPerS_1"": ""0.09969"", ""ZVibrationVelocityRmsMPerS_2"": ""0.06245""}"
2025-05-01 07:09:54.286577+03,Auton_json/A605-20/1856/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:09:53.000Z"", ""BatteryLevel"": 6, ""RemoteConnectionLevel"": 88}"
2025-05-01 07:09:54.290148+03,Auton_json/A605-20/1858/ProcessResult,"{""ClassId"": 22609, ""StartDate"": ""2025-05-01T07:09:31.000Z"", ""TemperatureC_1"": ""-39.370"", ""TemperatureC_2"": ""-27.210"", ""VibrationTemperatureC_1"": ""-29.310"", ""VibrationTemperatureC_2"": ""-27.210"", ""XVibrationAccelerationRmsMPerS2_1"": ""0.130"", ""XVibrationAccelerationRmsMPerS2_2"": ""0.000"", ""YVibrationAccelerationRmsMPerS2_1"": ""0.340"", ""YVibrationAccelerationRmsMPerS2_2"": ""0.150"", ""ZVibrationAccelerationRmsMPerS2_1"": ""0.990"", ""ZVibrationAccelerationRmsMPerS2_2"": ""0.620""}"
2025-05-01 07:09:54.293976+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 0.6637794971466064, ""ClassId"": 22126, ""StartDate"": ""2025-05-01T07:09:31.000Z""}"
2025-05-01 07:09:54.297382+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 13.355762481689453, ""CurrentB"": 34.317230224609375, ""CurrentC"": 72.22575378417969, ""StartDate"": ""2025-05-01T07:09:31.000Z""}"
2025-05-01 07:09:54.301207+03,Auton_json/A405-10/0512/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:09:48.000Z"", ""BatteryLevel"": 2, ""RemoteConnectionLevel"": 69}"
2025-05-01 07:09:54.304644+03,Auton_json/A855-50/0915/ProcessResult,"{""ClassId"": 22800, ""StartDate"": ""2025-05-01T07:09:31.000Z"", ""TemperatureC"": [""-29.310"", ""-38.730"", ""-12.540"", ""25.180""]}"
2025-05-01 07:09:54.308222+03,Auton_json/A225/0343/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:05:10.000Z"", ""BatteryLevel"": 95, ""RemoteConnectionLevel"": 14}"
2025-05-01 07:09:54.311919+03,Auton_json/A215/0831/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:05:20.000Z"", ""BatteryLevel"": 58, ""RemoteConnectionLevel"": 3}"
2025-05-01 07:13:07.067613+03,Auton_json/A405/0123/ProcessResult,"{""ClassId"": 22405, ""Current"": 92.78762817382812, ""StartDate"": ""2025-05-01T07:12:31.000Z""}"
2025-05-01 07:13:07.088713+03,Auton_json/A405/0123/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:09:48.000Z"", ""BatteryLevel"": 22, ""RemoteConnectionLevel"": 99}"
2025-05-01 07:13:07.092323+03,Auton_json/A605-10/0791/ProcessResult,"{""ClassId"": 22558, ""StartDate"": ""2025-05-01T07:12:31.000Z"", ""TemperatureC"": ""-17.460"", ""VibrationTemperatureC"": ""-25.450"", ""XVibrationVelocityRmsMPerS"": ""0.00867"", ""YVibrationVelocityRmsMPerS"": ""0.04161"", ""ZVibrationVelocityRmsMPerS"": ""0.09831""}"
2025-05-01 07:13:07.096038+03,Auton_json/A605-10/0791/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:09:53.000Z"", ""BatteryLevel"": 6, ""RemoteConnectionLevel"": 88}"
2025-05-01 07:13:07.09982+03,Auton_json/A605-10/0792/ProcessResult,"{""ClassId"": 22606, ""StartDate"": ""2025-05-01T07:12:31.000Z"", ""TemperatureC"": ""35.980"", ""VibrationTemperatureC"": ""-33.060"", ""XVibrationDisplacementRmsM"": ""0.00008670"", ""YVibrationDisplacementRmsM"": ""0.00041610"", ""ZVibrationDisplacementRmsM"": ""0.00098310""}"
2025-05-01 07:13:07.103596+03,Auton_json/A605-10/0793/ProcessResult,"{""ClassId"": 22608, ""StartDate"": ""2025-05-01T07:12:31.000Z"", ""TemperatureC"": ""-20.690"", ""VibrationTemperatureC"": ""34.230"", ""XVibrationAccelerationRmsMPerS2"": ""0.080"", ""YVibrationAccelerationRmsMPerS2"": ""0.410"", ""ZVibrationAccelerationRmsMPerS2"": ""0.980""}"
2025-05-01 07:13:07.107839+03,Auton_json/A835/0551/ProcessResult,"{""ClassId"": 22821, ""StartDate"": ""2025-05-01T07:12:31.000Z"", ""PressureAt"": ""1.8719440380""}"
2025-05-01 07:13:07.111684+03,Auton_json/A835/0551/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:09:48.000Z"", ""BatteryLevel"": 2, ""RemoteConnectionLevel"": 69}"
2025-05-01 07:13:07.115252+03,Auton_json/A835/0553/ProcessResult,"{""ClassId"": 22822, ""StartDate"": ""2025-05-01T07:12:31.000Z"", ""PressureAt"": ""0.1564448614"", ""TemperatureC"": ""34.230""}"
2025-05-01 07:13:07.119182+03,Auton_json/A835/0552/ProcessResult,"{""ClassId"": 22820, ""StartDate"": ""2025-05-01T07:12:31.000Z"", ""TemperatureC"": ""-20.690""}"
2025-05-01 07:13:07.122545+03,Auton_json/A125/0326/ProcessResult,"{""ClassId"": 22125, ""Distance"": 11.698452949523926, ""StartDate"": ""2025-05-01T07:12:31.000Z""}"
2025-05-01 07:13:07.12617+03,Auton_json/A125/0326/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:09:53.000Z"", ""BatteryLevel"": 6, ""RemoteConnectionLevel"": 88}"
2025-05-01 07:13:07.129811+03,Auton_json/A205/0006/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-01T07:12:31.000Z"", ""Concentration"": 0.9278762340545654, ""CasRegistryNumber"": 7783064}"
2025-05-01 07:13:07.135+03,Auton_json/A205/0006/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:09:48.000Z"", ""BatteryLevel"": 2, ""RemoteConnectionLevel"": 69}"
2025-05-01 07:13:07.138432+03,Auton_json/A205/0008/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-01T07:12:31.000Z"", ""Concentration"": 0.000013925356142863166, ""CasRegistryNumber"": 7783064}"
2025-05-01 07:13:07.141775+03,Auton_json/A205/0010/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-01T07:12:31.000Z"", ""Concentration"": 0.013918216340243816, ""CasRegistryNumber"": 74986}"
2025-05-01 07:13:07.145415+03,Auton_json/A555-10/1022/ProcessResult,"{""ClassId"": 22556, ""StartDate"": ""2025-05-01T07:12:31.000Z"", ""DiscreteStatus"": 1}"
2025-05-01 07:13:07.148949+03,Auton_json/A555-10/1022/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:09:48.000Z"", ""BatteryLevel"": 2, ""RemoteConnectionLevel"": 69}"
2025-05-01 07:13:07.15284+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-05-01T07:12:31.000Z"", ""StateChangedCounter"": 2783}"
2025-05-01 07:13:07.156231+03,Auton_json/A555-10/1023/ProcessResult,"{""ClassId"": 22555, ""StartDate"": ""2025-05-01T07:13:01.000Z"", ""DiscreteStatus"": 1}"
2025-05-01 07:13:07.160066+03,Auton_json/A555-10/1025/ProcessResult,"{""ClassId"": 22551, ""StartDate"": ""2025-05-01T07:12:31.000Z"", ""FrequencyRpm"": 723.921875}"
2025-05-01 07:13:07.163676+03,Auton_json/A845/0914/ProcessResult,"{""ClassId"": 22557, ""StartDate"": ""2025-05-01T07:12:31.000Z"", ""TemperatureC"": ""-39.980""}"
2025-05-01 07:13:07.167202+03,Auton_json/A845/0914/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:09:48.000Z"", ""BatteryLevel"": 2, ""RemoteConnectionLevel"": 69}"
2025-05-01 07:13:07.171004+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-05-01T07:12:31.000Z"", ""TemperatureC_1"": ""-17.460"", ""TemperatureC_2"": ""35.980"", ""VibrationTemperatureC_1"": ""-25.450"", ""VibrationTemperatureC_2"": ""-30.850"", ""XVibrationDisplacementRmsM_1"": ""0.00051350"", ""XVibrationDisplacementRmsM_2"": ""0.00024130"", ""YVibrationDisplacementRmsM_1"": ""0.00003980"", ""YVibrationDisplacementRmsM_2"": ""0.00000010"", ""ZVibrationDisplacementRmsM_1"": ""0.00086940"", ""ZVibrationDisplacementRmsM_2"": ""0.00021850""}"
2025-05-01 07:13:07.174608+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-05-01T07:12:31.000Z"", ""TemperatureC_1"": ""-17.460"", ""TemperatureC_2"": ""-30.850"", ""VibrationTemperatureC_1"": ""-25.450"", ""VibrationTemperatureC_2"": ""-30.850"", ""XVibrationVelocityRmsMPerS_1"": ""0.05135"", ""XVibrationVelocityRmsMPerS_2"": ""0.02413"", ""YVibrationVelocityRmsMPerS_1"": ""0.00398"", ""YVibrationVelocityRmsMPerS_2"": ""0.00001"", ""ZVibrationVelocityRmsMPerS_1"": ""0.08694"", ""ZVibrationVelocityRmsMPerS_2"": ""0.02185""}"
2025-05-01 07:13:07.178444+03,Auton_json/A605-20/1856/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:09:53.000Z"", ""BatteryLevel"": 6, ""RemoteConnectionLevel"": 88}"
2025-05-01 07:13:07.182379+03,Auton_json/A605-20/1858/ProcessResult,"{""ClassId"": 22609, ""StartDate"": ""2025-05-01T07:12:31.000Z"", ""TemperatureC_1"": ""-20.690"", ""TemperatureC_2"": ""-39.980"", ""VibrationTemperatureC_1"": ""1.080"", ""VibrationTemperatureC_2"": ""-39.980"", ""XVibrationAccelerationRmsMPerS2_1"": ""0.510"", ""XVibrationAccelerationRmsMPerS2_2"": ""0.240"", ""YVibrationAccelerationRmsMPerS2_1"": ""0.030"", ""YVibrationAccelerationRmsMPerS2_2"": ""0.000"", ""ZVibrationAccelerationRmsMPerS2_1"": ""0.860"", ""ZVibrationAccelerationRmsMPerS2_2"": ""0.210""}"
2025-05-01 07:13:07.185827+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 4.666319847106934, ""ClassId"": 22126, ""StartDate"": ""2025-05-01T07:12:31.000Z""}"
2025-05-01 07:13:07.18959+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 51.350013732910156, ""CurrentB"": 3.989900588989258, ""CurrentC"": 98.31168365478516, ""StartDate"": ""2025-05-01T07:12:31.000Z""}"
2025-05-01 07:13:07.193232+03,Auton_json/A405-10/0512/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:09:48.000Z"", ""BatteryLevel"": 2, ""RemoteConnectionLevel"": 69}"
2025-05-01 07:13:07.197692+03,Auton_json/A855-50/0915/ProcessResult,"{""ClassId"": 22800, ""StartDate"": ""2025-05-01T07:12:31.000Z"", ""TemperatureC"": [""1.080"", ""-33.060"", ""-36.800"", ""-6.710""]}"
2025-05-01 07:13:07.201427+03,Auton_json/A225/0343/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:10:10.000Z"", ""BatteryLevel"": 77, ""RemoteConnectionLevel"": 77}"
2025-05-01 07:13:07.204994+03,Auton_json/A215/0831/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:10:20.000Z"", ""BatteryLevel"": 99, ""RemoteConnectionLevel"": 30}"
2025-05-01 07:17:04.306421+03,Auton_json/A405/0123/ProcessResult,"{""ClassId"": 22405, ""Current"": 91.57626342773438, ""StartDate"": ""2025-05-01T07:16:31.000Z""}"
2025-05-01 07:17:04.314618+03,Auton_json/A405/0123/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:14:48.000Z"", ""BatteryLevel"": 7, ""RemoteConnectionLevel"": 49}"
2025-05-01 07:17:04.318954+03,Auton_json/A605-10/0791/ProcessResult,"{""ClassId"": 22558, ""StartDate"": ""2025-05-01T07:16:31.000Z"", ""TemperatureC"": ""-39.990"", ""VibrationTemperatureC"": ""17.140"", ""XVibrationVelocityRmsMPerS"": ""0.05795"", ""YVibrationVelocityRmsMPerS"": ""0.00180"", ""ZVibrationVelocityRmsMPerS"": ""0.08215""}"
2025-05-01 07:17:04.323245+03,Auton_json/A605-10/0791/DeviceState,"{""ClassId"": 19003, ""StartDate"": ""2025-05-01T07:14:53.000Z"", ""BatteryLevel"": 23, ""RemoteConnectionLevel"": 26}"
